id,peak_id,Chr,Start,End,Strand,Length,PCF_logFC,BSF_logFC,logCPM,mean_bsf_b,mean_bsf_g,mean_pcf_b,mean_pcf_g,closest_genome,closest_gene,closest_orient
9627,NA_peak_9628,Tb927_11_v5.1,4947458,4948624,.,1167,-0.062,-2.851,5.589,6.107,108.298,50.172,53.635,Tb927.11.18250,Tb927.11.18250,+
9628,NA_peak_9629,Tb927_11_v5.1,4949585,4950715,.,1131,0.094,-0.08,7.516,100.326,217.662,234.365,226.375,Tb927.11.18250,Tb927.11.18250,+
9629,NA_peak_9630,Tb927_11_v5.1,4951751,4952199,.,449,-1.001,2.005,5.23,44.647,27.272,14.948,36.14,Tb927.11.18250,Tb927.11.18250,+
9630,NA_peak_9631,Tb927_11_v5.1,4952529,4953246,.,718,-1.497,-4.583,5.31,1.853,91.882,22.439,63.445,Tb927.11.18250,Tb927.11.18250,+
9631,NA_peak_9632,Tb927_11_v5.1,4953344,4953756,.,413,-1.517,-4.705,4.604,0.961,56.688,13.625,38.713,Tb927.11.18250,Tb927.11.18250,+
9632,NA_peak_9633,Tb927_11_v5.1,4955415,4955997,.,583,-2.927,-0.909,4.27,8.166,36.419,1.661,32.244,Tb927.11.18250,Tb927.11.18250,+
9633,NA_peak_9634,Tb927_11_v5.1,4956656,4957237,.,582,-2.776,-0.351,4.401,16.195,34.338,0.452,35.346,Tb927.11.18250,Tb927.11.18250,+
9634,NA_peak_9635,Tb927_11_v5.1,4958595,4959976,.,1382,-2.397,-4.676,5.427,2.4,127.803,12.113,65.895,Tb927.11.18250,Tb927.11.18250,+
9635,NA_peak_9636,Tb927_11_v5.1,4961232,4962535,.,1304,-0.815,-2.675,6.212,11.117,156.362,58.764,106.471,Tb927.11.18260,Tb927.11.18260,-
9636,NA_peak_9637,Tb927_11_v5.1,4962801,4963421,.,621,-0.794,-0.719,5.657,24.292,82.91,36.2,66.544,Tb927.11.18260,Tb927.11.18260,-
9637,NA_peak_9638,Tb927_11_v5.1,4968441,4969664,.,1224,-3.695,-2.711,5.085,5.215,74.039,4.86,53.3,Tb927.11.18270,Tb927.11.18270,-
9638,NA_peak_9639,Tb927_11_v5.1,4971537,4972219,.,683,-2.307,-0.708,4.558,12.283,57.72,3.939,23.732,Tb927.11.18280,Tb927.11.18280,-
9639,NA_peak_9640,Tb927_11_v5.1,4977126,4978931,.,1806,-0.736,3.323,7.17,276.214,57.479,34.262,38.625,Tb927.11.18300,Tb927.11.18300,-
9640,NA_peak_9641,Tb927_11_v5.1,4983331,4984381,.,1051,-0.178,-3.555,4.978,3.094,79.663,33.985,34.965,Tb927.11.18310,Tb927.11.18310,-
9641,NA_peak_9642,Tb927_11_v5.1,4985444,4986129,.,686,-0.082,-0.033,5.405,27.106,59.144,46.528,45.625,Tb927.11.18310,Tb927.11.18310,-
9642,NA_peak_9643,Tb927_11_v5.1,4986313,4986769,.,457,0.125,-0.209,3.539,6.176,11.865,16.473,15.659,Tb927.11.18310,Tb927.11.18310,-
9643,NA_peak_9644,Tb927_11_v5.1,4986902,4987215,.,314,0.37,1.881,3.523,15.166,7.557,10.798,6.023,Tb927.11.18310,Tb927.11.18310,-
9644,NA_peak_9645,Tb927_11_v5.1,4996328,4997675,.,1348,-2.024,-0.32,5.833,63.407,103.318,10.002,60.059,Tb927.11.18340,Tb927.11.18340,-
9645,NA_peak_9646,Tb927_11_v5.1,5000073,5000616,.,544,-1.51,0.277,3.28,6.862,24.315,1.001,1.659,Tb927.11.18350,Tb927.11.18350,-
9646,NA_peak_9647,Tb927_11_v5.1,5002955,5003610,.,656,0.599,4.604,5.122,72.191,6.791,14.708,8.048,Tb927.11.18350,Tb927.11.18350,-
9647,NA_peak_9648,Tb927_11_v5.1,5003834,5005203,.,1370,0.57,0.102,5.014,20.038,44.67,36.418,24.923,Tb927.11.18360,Tb927.11.18360,-
9648,NA_peak_9649,Tb927_11_v5.1,5006343,5006904,.,562,-0.365,0.257,3.65,5.833,12.445,13.758,21.782,Tb927.11.18360,Tb927.11.18360,-
9649,NA_peak_9650,Tb927_11_v5.1,5012572,5013235,.,664,-0.13,4.085,4.259,45.153,4.662,0.71,0.911,Tb927.11.18370.1-p1-CDS1,Tb927.11.18370.1-p1-CDS1,-
9650,NA_peak_9651,Tb927_11_v5.1,5013278,5013933,.,656,-1.918,0.483,2.55,4.907,7.265,2.108,6.853,Tb927.11.18370,Tb927.11.18370,-
9651,NA_peak_9652,Tb927_11_v5.1,5013976,5014733,.,758,0.348,-1.841,2.89,2.608,18.984,4.165,4.216,Tb927.11.18370,Tb927.11.18370,-
9652,NA_peak_9653,Tb927_11_v5.1,5017346,5017957,.,612,-0.047,4.237,4.236,44.055,3.496,0.727,0.94,Tb927.11.18380.1-p1-CDS1,Tb927.11.18380.1-p1-CDS1,-
9653,NA_peak_9654,Tb927_11_v5.1,5018849,5019461,.,613,0.429,-1.875,2.789,2.196,16.1,4.455,4.45,Tb927.11.18380,Tb927.11.18380,-
9654,NA_peak_9655,Tb927_11_v5.1,5022032,5022585,.,554,-0.819,2.207,4.755,36.301,17.606,14.812,24.124,Tb927.11.18390,Tb927.11.18390,-
9655,NA_peak_9656,Tb927_11_v5.1,5025400,5026926,.,1527,0.257,-0.976,6.607,27.243,130.441,144.073,117.688,Tb927.11.18400,Tb927.11.18400,-
9656,NA_peak_9657,Tb927_11_v5.1,5027775,5028178,.,404,-0.203,-4.548,3.381,0.427,24.14,12.172,13.283,Tb927.11.18400,Tb927.11.18400,-
9657,NA_peak_9658,Tb927_11_v5.1,5028237,5028666,.,430,-0.257,-3.692,3.545,1.066,24.059,14.464,15.023,Tb927.11.18400,Tb927.11.18400,-
9658,NA_peak_9659,Tb927_11_v5.1,5033559,5034091,.,533,0.8,1.341,3.011,5.547,4.329,5.537,6.756,Tb927.11.18410,Tb927.11.18410,-
9659,NA_peak_9660,Tb927_11_v5.1,5035716,5037367,.,1652,-5.173,-0.904,4.812,6.465,24.681,2.25,91.731,Tb927.11.18410,Tb927.11.18410,-
9660,NA_peak_9661,Tb927_11_v5.1,5038701,5039735,.,1035,-1.592,5.584,5.764,85.16,3.829,7.752,19.116,Tb927.11.18420,Tb927.11.18420,-
9661,NA_peak_9662,Tb927_11_v5.1,5041116,5041415,.,300,-0.108,2.297,3.166,12.283,4.819,6.683,5.253,Tb927.11.18420,Tb927.11.18420,-
9662,NA_peak_9663,Tb927_11_v5.1,5042196,5043120,.,925,-0.625,3.728,5.007,51.368,8.214,14.708,25.969,Tb927.11.18430,Tb927.11.18430,-
9663,NA_peak_9664,Tb927_11_v5.1,5045382,5046347,.,966,-0.222,-5.182,5.266,2.133,165.236,9.589,17.332,Tb927.11.18430,Tb927.11.18430,-
9664,NA_peak_9665,Tb927_11_v5.1,5052076,5054005,.,1930,-0.832,3.76,7.739,400.342,69.986,25.368,44.835,Tb927.11.18450,Tb927.11.18450,-
9665,NA_peak_9666,Tb927_11_v5.1,5055726,5056057,.,332,-2.349,-4.095,3.284,0.618,24.64,2.734,18.681,Tb927.11.18450,Tb927.11.18450,-
9666,NA_peak_9667,Tb927_11_v5.1,5057549,5058984,.,1436,0.294,-0.293,6.317,32.596,92.025,115.902,96.9,Tb927.11.18450,Tb927.11.18450,-
9667,NA_peak_9668,Tb927_11_v5.1,5060275,5060946,.,672,0.029,-3.339,3.996,1.533,34.837,21.084,20.473,Tb927.11.18460,Tb927.11.18460,+
9668,NA_peak_9669,Tb927_11_v5.1,5064295,5064734,.,440,-2.099,0.864,3.685,10.225,13.485,3.648,19.841,Tb927.11.18460,Tb927.11.18460,+
9669,NA_peak_9670,Tb927_11_v5.1,5065751,5067387,.,1637,-1.483,0.708,5.486,38.326,48.556,19.371,73.226,Tb927.11.18470,Tb927.11.18470,+
9670,NA_peak_9671,Tb927_11_v5.1,5076072,5077721,.,1650,0.286,0.46,5.54,31.154,47.823,54.756,47.731,Tb927.11.18490,Tb927.11.18490,+
9671,NA_peak_9672,Tb927_11_v5.1,5077929,5078607,.,679,-0.157,1.083,4.29,25.116,22.979,14.466,15.659,Tb927.11.18490,Tb927.11.18490,+
9672,NA_peak_9673,Tb927_11_v5.1,5079307,5079808,.,502,0.069,0.231,3.699,7.96,15.808,15.438,15.076,Tb927.11.18500.1-p1-CDS1,Tb927.11.18500.1-p1-CDS1,-
9673,NA_peak_9674,Tb927_11_v5.1,5084470,5085802,.,1333,-2.292,1.55,4.516,13.587,11.404,11.663,56.689,Tb927.11.18500,Tb927.11.18500,-
9674,NA_peak_9675,Tb927_11_v5.1,5086288,5086936,.,649,-1.715,6.586,5.856,129.01,1.873,4.145,13.02,Tb927.11.18500,Tb927.11.18500,-
9675,NA_peak_9676,Tb927_11_v5.1,5087856,5088494,.,639,-0.571,3.532,4.604,12.97,1.374,30.233,49.196,Tb927.11.18500,Tb927.11.18500,-
9676,NA_peak_9677,Tb927_11_v5.1,5090893,5091905,.,1013,-0.204,-3.623,4.671,1.647,50.528,31.009,35.923,Tb927.11.18500,Tb927.11.18500,-
9677,NA_peak_9678,Tb927_11_v5.1,5092515,5093798,.,1284,0.176,-0.004,6.337,44.673,92.212,107.631,95.398,Tb927.11.18500,Tb927.11.18500,-
9678,NA_peak_9679,Tb927_11_v5.1,5099817,5100420,.,604,-0.091,0.507,1.257,2.533,3.896,0.415,0.937,Tb927.11.18520,Tb927.11.18520,+
9679,NA_peak_9680,Tb927_11_v5.1,5100542,5101371,.,830,2.431,-1.948,2.807,0.343,3.322,22.184,4.292,Tb927.11.18520,Tb927.11.18520,+
9680,NA_peak_9681,Tb927_11_v5.1,5106105,5106751,.,647,-1.46,2.47,3.41,12.558,6.535,3.067,8.867,Tb927.11.18530,Tb927.11.18530,+
9681,NA_peak_9682,Tb927_11_v5.1,5107637,5108028,.,392,0.096,0.385,0.841,1.707,2.476,1.162,1.116,Tb927.11.18540,Tb927.11.18540,+
9682,NA_peak_9683,Tb927_11_v5.1,5111099,5111594,.,496,-0.509,1.658,2.366,8.99,4.828,1.679,2.561,Tb927.11.18550,Tb927.11.18550,+
9683,NA_peak_9684,Tb927_11_v5.1,5114133,5115035,.,903,0.145,-0.267,4.227,8.646,19.934,26.991,25.391,Tb927.11.18560.1-p1-CDS1,Tb927.11.18560.1-p1-CDS1,+
9684,NA_peak_9685,Tb927_11_v5.1,5115927,5116236,.,310,-0.91,1.06,2.655,6.931,6.718,3.876,6.781,Tb927.11.18560.1-p1-CDS1,Tb927.11.18560.1-p1-CDS1,+
9685,NA_peak_9686,Tb927_11_v5.1,5116600,5117160,.,561,-0.486,-2.299,3.96,2.333,25.957,17.166,24.614,Tb927.11.18560.1-p1-CDS1,Tb927.11.18560.1-p1-CDS1,+
9686,NA_peak_9687,Tb927_11_v5.1,5117337,5117986,.,650,-0.637,0.692,3.758,11.265,11.654,11.767,20.561,Tb927.11.18560,Tb927.11.18560,+
9687,NA_peak_9688,Tb927_11_v5.1,5120895,5121335,.,441,-3.272,-2.575,2.381,0.206,3.704,1.834,16.596,Tb927.11.18580,Tb927.11.18580,+
9688,NA_peak_9689,Tb927_11_v5.1,5122576,5123145,.,570,-0.023,3.678,2.475,11.798,1.717,0.355,0.587,Tb927.11.18580,Tb927.11.18580,+
9689,NA_peak_9690,Tb927_11_v5.1,5130099,5131415,.,1317,0.083,-0.118,6.209,39.732,90.984,92.208,86.165,Tb927.11.18600.1-p1-CDS1,Tb927.11.18600.1-p1-CDS1,+
9690,NA_peak_9691,Tb927_11_v5.1,5132392,5133294,.,903,0.025,-3.482,5.024,2.799,69.965,41.164,41.739,Tb927.11.18610,Tb927.11.18610,-
9691,NA_peak_9692,Tb927_11_v5.1,5137190,5137671,.,482,0.088,-3.566,3.727,1.12,29.134,16.404,16.977,Tb927.11.18630,Tb927.11.18630,+
9692,NA_peak_9693,Tb927_11_v5.1,5138679,5140176,.,1498,0.175,-0.082,6.813,59.427,135.694,145.124,126.488,Tb927.11.18630,Tb927.11.18630,+
9693,NA_peak_9694,Tb927_11_v5.1,5186966,5187406,.,441,0.374,1.371,2.751,5.932,3.833,9.067,6.051,Tb11.1431,Tb11.1431,+
9694,NA_peak_9695,Tb927_11_v5.1,5188726,5189448,.,723,-0.13,2.073,4.281,23.949,11.938,15.691,10.748,Tb11.1431,Tb11.1431,+
9695,NA_peak_9696,Tb927_11_v5.1,5191065,5191447,.,383,-1.738,-0.441,2.415,2.56,8.683,1.973,6.168,Tb11.1431,Tb11.1431,+
9696,NA_peak_9697,Tb927_11_v5.1,5192003,5192843,.,841,1.046,0.09,3.977,3.666,22.059,17.628,8.988,Tb11.1441,Tb11.1441,+
9697,NA_peak_9698,Tb927_11_v5.1,5193043,5193380,.,338,-1.974,-3.028,2.334,0.96,14.395,1.834,5.987,Tb11.1441,Tb11.1441,+
9698,NA_peak_9699,Tb927_11_v5.1,5193500,5194830,.,1331,-0.972,-3.896,4.905,2.196,68.453,29.348,46.707,Tb11.1441,Tb11.1441,+
9699,NA_peak_9700,Tb927_11_v5.1,5197745,5198912,.,1168,-1.973,0.966,6.164,70.612,88.154,21.115,94.136,Tb11.1451,Tb11.1451,+
9700,NA_peak_9701,Tb927_11_v5.1,5199274,5200660,.,1387,-1.922,0.254,6.655,77.985,144.467,37.342,148.453,Tb11.1451,Tb11.1451,+
9701,NA_peak_9702,Tb927_11_v5.1,5200958,5201348,.,391,-2.275,-0.405,4.546,13.282,37.334,7.337,39.35,Tb11.1451,Tb11.1451,+
9702,NA_peak_9703,Tb927_11_v5.1,5202181,5202937,.,757,-2.685,0.613,5.903,53.114,80.912,13.472,83.748,Tb11.1451,Tb11.1451,+
9703,NA_peak_9704,Tb927_11_v5.1,5204204,5204804,.,601,-0.681,2.614,5.584,69.926,24.894,21.595,33.326,Tb11.1451,Tb11.1451,+
9704,NA_peak_9705,Tb927_11_v5.1,5204960,5205310,.,351,1.783,-0.371,3.194,1.0,4.052,19.104,7.863,Tb11.1451,Tb11.1451,+
9705,NA_peak_9706,Tbrucei.chr8.100,3195,4302,.,1108,1.381,-4.497,5.56,4.392,163.155,38.059,14.833,Tb08.27P2.50,Tb08.27P2.50,-
9706,NA_peak_9707,Tbrucei.chr8.100,4393,4770,.,378,0.769,-0.591,3.447,7.332,23.183,9.863,5.023,Tb08.27P2.50,Tb08.27P2.50,-
9707,NA_peak_9708,Tbrucei.chr8.100,6886,7222,.,337,-1.193,-1.934,3.085,3.294,33.259,0.107,0.541,Tb08.27P2.80,Tb08.27P2.80,+
9708,NA_peak_9709,Tbrucei.chr8.100,9351,10354,.,1004,-1.292,-1.682,5.474,23.194,169.581,1.454,3.787,Tb08.27P2.90,Tb08.27P2.90,+
9709,NA_peak_9710,Tbrucei.chr8.100,13146,14106,.,961,-5.211,7.668,7.064,263.166,2.938,0.242,6.638,transcript-p1-CDS2,transcript-p1-CDS2,-
9710,NA_peak_9711,Tbrucei.chr8.100,14168,14657,.,490,-1.337,9.317,5.249,79.876,0.329,0.242,0.325,transcript-p1-CDS2,transcript-p1-CDS2,-
9711,NA_peak_9712,Tbrucei.chr8.100,14751,15165,.,415,-0.367,11.108,5.32,79.465,0.083,0.0,0.033,Tb08.27P2.120,Tb08.27P2.120,-
9712,NA_peak_9713,Tbrucei.chr8.100,19570,20872,.,1303,-0.037,4.019,6.667,99.296,18.73,79.771,87.247,Tb08.27P2.150,Tb08.27P2.150,-
9713,NA_peak_9714,Tbrucei.chr8.100,22211,23912,.,1702,-0.304,1.12,6.059,68.965,70.826,50.078,57.636,Tb08.27P2.150,Tb08.27P2.150,-
9714,NA_peak_9715,Tbrucei.chr8.100,31752,32526,.,775,1.057,-1.004,1.779,0.6,2.664,7.648,5.316,Tb08.27P2.210,Tb08.27P2.210,-
9715,NA_peak_9716,Tbrucei.chr8.100,33017,33608,.,592,0.26,1.572,2.768,5.078,3.896,9.792,7.127,Tb08.27P2.220,Tb08.27P2.220,-
9716,NA_peak_9717,Tbrucei.chr8.100,35963,36473,.,511,1.685,0.062,2.529,2.533,5.403,8.427,3.513,Tb08.27P2.220,Tb08.27P2.220,-
9717,NA_peak_9718,Tbrucei.chr8.100,36575,37074,.,500,-1.068,-1.051,3.236,1.6,9.638,11.332,18.402,transcript-p1-CDS3,transcript-p1-CDS3,-
9718,NA_peak_9719,Tbrucei.chr8.100,39468,40307,.,840,-3.228,-2.408,3.349,1.494,24.132,2.111,18.971,Tb08.27P2.240,Tb08.27P2.240,-
9719,NA_peak_9720,Tbrucei.chr8.100,40517,41084,.,568,-1.189,1.462,5.283,48.191,39.388,9.847,34.228,Tb08.27P2.240,Tb08.27P2.240,-
9720,NA_peak_9721,Tbrucei.chr8.100,43116,44114,.,999,-1.303,1.084,4.639,27.861,21.518,5.606,14.889,Tb08.27P2.250,Tb08.27P2.250,-
9721,NA_peak_9722,Tbrucei.chr8.100,49458,50033,.,576,-0.097,1.306,6.397,107.874,96.309,55.684,58.481,Tb08.27P2.270,Tb08.27P2.270,-
9722,NA_peak_9723,Tbrucei.chr8.100,50233,51975,.,1743,-1.452,1.781,8.917,678.056,476.189,97.906,408.102,Tb08.27P2.290,Tb08.27P2.290,-
9723,NA_peak_9724,Tbrucei.chr8.100,53050,53724,.,675,0.22,3.33,6.954,175.833,31.794,114.517,88.198,Tb08.27P2.290,Tb08.27P2.290,-
9724,NA_peak_9725,Tbrucei.chr8.100,54511,55325,.,815,-0.219,-2.634,5.899,7.068,94.41,58.868,83.647,transcript-p1-CDS3,transcript-p1-CDS3,-
9725,NA_peak_9726,Tbrucei.chr8.100,58908,59276,.,369,-1.566,-1.647,4.43,4.323,29.754,14.851,45.498,transcript-p1-CDS2,transcript-p1-CDS2,-
9726,NA_peak_9727,Tbrucei.chr8.100,60510,61574,.,1065,0.908,3.042,6.83,216.778,53.01,42.454,26.546,Tb08.27P2.340,Tb08.27P2.340,-
9727,NA_peak_9728,Tbrucei.chr8.100,61635,62494,.,860,-0.492,2.947,7.095,224.669,56.424,64.087,102.011,Tb08.27P2.370,Tb08.27P2.370,-
9728,NA_peak_9729,Tbrucei.chr8.100,63749,64374,.,626,-0.091,1.1,6.87,156.29,137.517,61.014,71.669,Tb08.27P2.370,Tb08.27P2.370,-
9729,NA_peak_9730,Tbrucei.chr8.100,66620,68293,.,1674,-0.226,2.3,9.354,720.808,294.074,591.465,779.138,Tb08.27P2.380,Tb08.27P2.380,-
9730,NA_peak_9731,Tbrucei.chr8.100,68363,68730,.,368,-0.505,-2.783,4.949,2.666,49.688,35.819,51.727,transcript-p1-CDS2,transcript-p1-CDS2,-
9731,NA_peak_9732,Tbrucei.chr8.100,70536,70971,.,436,1.788,5.412,8.001,604.973,31.632,0.485,0.499,Tb08.27P2.390,Tb08.27P2.390,-
9732,NA_peak_9733,Tbrucei.chr8.100,75920,76284,.,365,0.125,-1.953,4.162,4.214,34.296,22.391,20.796,Tb08.27P2.410,Tb08.27P2.410,-
9733,NA_peak_9734,Tbrucei.chr8.100,76866,77352,.,487,-0.055,-2.741,4.539,2.2,33.339,36.999,36.572,Tb08.27P2.410,Tb08.27P2.410,-
9734,NA_peak_9735,Tbrucei.chr8.100,78372,79087,.,716,-0.064,-0.206,5.946,30.674,72.879,79.048,78.963,Tb08.27P2.410,Tb08.27P2.410,-
9735,NA_peak_9736,Tbrucei.chr8.100,81167,85001,.,3835,-1.57,2.05,8.869,486.257,291.307,221.169,558.756,transcript-p1-CDS1,transcript-p1-CDS1,-
9736,NA_peak_9737,Tbrucei.chr8.100,87968,89537,.,1570,0.149,4.547,7.794,395.401,37.092,104.573,96.137,transcript-p1-CDS2,transcript-p1-CDS2,-
9737,NA_peak_9738,Tbrucei.chr8.100,90614,91660,.,1047,-0.013,1.66,5.912,57.162,29.135,96.798,56.345,Tb08.27P2.480,Tb08.27P2.480,-
9738,NA_peak_9739,Tbrucei.chr8.100,94823,95565,.,743,-2.773,2.576,4.65,28.461,10.222,8.112,26.762,Tb08.27P2.510,Tb08.27P2.510,-
9739,NA_peak_9740,Tbrucei.chr8.100,95628,95996,.,369,-1.87,2.16,4.761,40.281,23.308,1.592,8.298,Tb08.27P2.510,Tb08.27P2.510,-
9740,NA_peak_9741,Tbrucei.chr8.100,98671,99164,.,494,-1.182,2.521,4.889,43.095,14.484,15.747,16.094,Tb08.27P2.520,Tb08.27P2.520,-
9741,NA_peak_9742,Tbrucei.chr8.100,101403,102904,.,1502,-1.265,5.783,8.879,864.983,36.548,40.274,178.732,transcript-p1-CDS2,transcript-p1-CDS2,-
9742,NA_peak_9743,Tbrucei.chr8.100,106269,107334,.,1066,-0.076,3.492,7.146,191.044,40.345,130.111,96.629,transcript-p1-CDS3,transcript-p1-CDS3,-
9743,NA_peak_9744,Tbrucei.chr8.100,108544,109064,.,521,-0.603,2.884,6.516,115.285,36.284,86.97,69.613,Tb08.27P2.580,Tb08.27P2.580,-
9744,NA_peak_9745,Tbrucei.chr8.100,109758,110139,.,382,-1.717,4.151,5.513,67.317,8.914,3.495,16.997,transcript-p1-CDS4,transcript-p1-CDS4,-
9745,NA_peak_9746,Tbrucei.chr8.100,112051,113799,.,1749,-0.656,-2.644,7.087,17.499,196.889,151.86,258.905,Tb08.27P2.610,Tb08.27P2.610,-
9746,NA_peak_9747,Tbrucei.chr8.100,115326,116714,.,1389,0.199,3.568,7.255,290.752,46.684,62.288,58.62,transcript-p1-CDS2,transcript-p1-CDS2,-
9747,NA_peak_9748,Tbrucei.chr8.100,119051,119410,.,360,-1.084,2.771,4.267,36.713,10.961,6.167,7.394,Tb08.27P2.640,Tb08.27P2.640,-
9748,NA_peak_9749,Tbrucei.chr8.100,120116,120544,.,429,-1.156,1.835,4.454,30.949,16.83,11.9,18.001,Tb08.27P2.640,Tb08.27P2.640,-
9749,NA_peak_9750,Tbrucei.chr8.100,120689,121361,.,673,0.46,0.52,4.107,10.242,14.329,26.281,21.782,Tb08.27P2.640,Tb08.27P2.640,-
9750,NA_peak_9751,Tbrucei.chr8.100,121763,123106,.,1344,-0.971,2.185,5.734,85.092,37.275,15.885,31.343,Tb08.27P2.555,Tb08.27P2.555,-
9751,NA_peak_9752,Tbrucei.chr8.100,125226,126859,.,1634,-0.47,-2.805,4.865,2.333,50.32,28.96,41.623,Tb08.27P2.650,Tb08.27P2.650,-
9752,NA_peak_9753,Tbrucei.chr8.100,126903,127405,.,503,-1.671,-0.343,3.679,3.911,11.03,8.505,29.756,transcript-p1-CDS4,transcript-p1-CDS4,-
9753,NA_peak_9754,Tbrucei.chr8.100,130600,131193,.,594,-3.826,2.915,5.876,76.011,19.897,7.614,92.08,Tb08.27P2.670,Tb08.27P2.670,-
9754,NA_peak_9755,Tbrucei.chr8.100,131900,132740,.,841,-3.443,1.439,6.466,65.587,54.288,17.823,209.66,Tb08.27P2.670,Tb08.27P2.670,-
9755,NA_peak_9756,Tbrucei.chr8.100,133092,134248,.,1157,0.671,3.613,7.2,144.45,25.389,287.116,123.864,Tb08.27P2.680,Tb08.27P2.680,-
9756,NA_peak_9757,Tbrucei.chr8.100,135394,136552,.,1159,0.149,0.636,6.675,60.855,95.141,130.918,119.649,Tb08.27P2.680,Tb08.27P2.680,-
9757,NA_peak_9758,Tbrucei.chr8.100,138826,139775,.,950,-0.842,0.683,6.109,78.504,95.479,15.659,38.484,transcript-p1-CDS2,transcript-p1-CDS2,-
9758,NA_peak_9759,Tbrucei.chr8.100,141418,142333,.,916,0.722,0.664,4.682,4.186,28.549,30.109,18.503,Tb08.27P2.710,Tb08.27P2.710,-
9759,NA_peak_9760,Tbrucei.chr8.100,142721,144155,.,1435,-2.166,1.27,6.151,84.474,76.666,17.166,76.282,transcript-p1-CDS2,transcript-p1-CDS2,-
9760,NA_peak_9761,Tbrucei.chr8.100,144981,145387,.,407,0.786,-1.809,2.863,0.333,5.613,14.077,9.522,Tb08.27P2.720,Tb08.27P2.720,-
9761,NA_peak_9762,Tp_ends-39g01.p1k,3685,4060,.,376,0.612,0.118,1.203,1.372,1.679,3.681,2.921,Tb10.v4.0052,Tb10.v4.0052,-
9762,NA_peak_9763,Tp_ends-39g01.p1k,4141,4485,.,345,0.495,0.183,1.488,0.961,2.044,3.841,3.318,Tb10.v4.0052,Tb10.v4.0052,-
9763,NA_peak_9764,Tp_ends-39g01.p1k,4874,5609,.,736,0.62,0.485,3.093,4.529,7.908,12.078,10.423,Tb10.v4.0052,Tb10.v4.0052,-
9764,NA_peak_9765,Tp_ends-39g01.p1k,6589,7119,.,531,0.551,0.327,2.641,2.745,5.161,9.04,7.827,Tb10.v4.0052,Tb10.v4.0052,-
9765,NA_peak_9766,Tp_ends-40b06.q1k,558,1343,.,786,0.068,5.294,7.43,294.801,19.017,83.682,77.906,Tb09.v4.0054,Tb09.v4.0054,-
9766,NA_peak_9767,Tp_ends-40b06.q1k,2976,4296,.,1321,-2.7,7.759,10.567,3596.146,22.018,39.711,183.608,transcript-p1-CDS1,transcript-p1-CDS1,-
9767,NA_peak_9768,Tp_ends-40b06.q1k,7234,7656,.,423,-0.035,-3.116,5.161,3.734,77.507,43.424,43.363,Tb09.v4.0056,Tb09.v4.0056,-
9768,NA_peak_9769,Tp_ends-40b06.q1k,9166,10259,.,1094,0.06,-0.49,5.798,20.587,62.931,78.629,75.684,Tb09.v4.0057,Tb09.v4.0057,-
9769,NA_peak_9770,Tp_ends-40b06.q1k,10941,11255,.,315,-2.908,-7.351,2.916,0.0,7.533,0.323,33.038,Tb09.v4.0057,Tb09.v4.0057,-
9770,NA_peak_9771,Tp_ends-40b06.q1k,11781,12176,.,396,-0.647,7.145,4.369,37.811,0.791,0.519,1.057,Tb09.v4.0057,Tb09.v4.0057,-
9771,NA_peak_9772,fake_vsgs,1047,1562,.,516,-3.478,-3.268,1.621,0.069,2.337,1.033,12.768,.,.,.
9772,NA_peak_9773,fake_vsgs,3421,3756,.,336,1.0,2.557,-0.479,0.069,0.073,1.485,0.505,.,.,.
9773,NA_peak_9774,fake_vsgs,8658,9431,.,774,2.078,5.76,6.331,134.705,7.658,9.275,2.673,.,.,.
9774,NA_peak_9775,fake_vsgs,11253,11860,.,608,0.221,-2.626,3.524,1.578,17.451,22.942,10.351,.,.,.
9775,NA_peak_9776,fake_vsgs,16842,17470,.,629,-3.425,4.534,5.722,109.796,10.587,1.557,15.725,.,.,.
9776,NA_peak_9777,fake_vsgs,21035,21410,.,376,2.677,2.186,2.0,3.533,1.457,7.254,1.573,.,.,.
9777,NA_peak_9778,fake_vsgs,22491,23218,.,728,3.546,9.352,4.062,26.617,0.042,14.501,0.577,.,.,.
9778,NA_peak_9779,fake_vsgs,24700,25109,.,410,-0.112,0.604,2.289,4.049,6.951,0.904,1.479,.,.,.
9779,NA_peak_9780,fake_vsgs,26655,27190,.,536,0.387,5.635,5.216,55.653,3.169,12.43,7.827,.,.,.
9780,NA_peak_9781,fake_vsgs,27331,28022,.,692,-4.478,1.547,4.468,31.578,24.935,0.258,17.421,.,.,.
9781,NA_peak_9782,fake_vsgs,32623,33577,.,955,1.171,8.92,7.02,235.511,1.241,44.062,21.715,.,.,.
9782,NA_peak_9783,fake_vsgs,34321,35127,.,807,0.235,10.767,7.843,473.974,0.657,7.752,6.889,.,.,.
9783,NA_peak_9784,fake_vsgs,38518,39623,.,1106,2.14,10.683,10.409,2895.171,5.203,134.625,39.095,.,.,.
9784,NA_peak_9785,fake_vsgs,44676,45840,.,1165,1.066,7.284,8.416,267.489,0.073,677.693,321.865,.,.,.
9785,NA_peak_9786,fake_vsgs,49822,51248,.,1427,-0.171,3.059,7.596,257.951,75.242,171.792,148.792,.,.,.
9786,NA_peak_9787,fake_vsgs,51589,51993,.,405,-0.969,3.376,4.899,50.99,10.149,11.757,18.719,.,.,.
9787,NA_peak_9788,fake_vsgs,52117,52960,.,844,0.022,0.964,6.892,44.791,44.909,202.872,218.587,.,.,.
